Group ID,Scope,DS Component,DS Source Path,Open Occurrences,Fixed Occurrences,Out of Scope Occurrences,Not Applicable Occurrences,Auditor Status Breakdown,Component Attribution Confidence,Issue Summary,Deque Rule ID,WCAG SC,SC Title,WCAG 2.2 Level,Guideline,Principle,Max Impact,Duplicate Occurrences,Impact Breakdown,Source Reports,Deque Issue IDs,Auditor Issue Links,Auditor Link Precision,Auditor Test Run URLs,Test Run Names,Affected Test Units,Recommended Remediation,Remediation Status,Fixed in DS Version (CHANGELOG match),CHANGELOG Evidence
A11Y-130,Design System — component,RichTextEditor,core/components/atoms/editable,1,0,0,0,Open:1,High (declared in source report),Selected state of the element is missing or incorrect,state-selected-missing-incorrect,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2413964,2413964: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/d5d6de78-d43a-11f0-9169-4ba84c19e1eb,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,New Task,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Open — remediation required (1 occurrences),,
A11Y-131,Product / page level,RichTextEditor,core/components/atoms/editable,1,0,0,0,Open:1,High (declared in source report),Keyboard focus order is not logical,tab-order-illogical,2.4.3,Focus Order,A,2.4 Navigable,2 Operable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2412015,2412015: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/7563e67c-d37b-11f0-8f1e-6fefed906a79,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,New Task,"Keep focus order logical and trap focus inside modals/overlays: move focus to the dialog on open, cycle within it, restore focus to the trigger on close, and never focus visually hidden items.",Not a DS defect — product/page level,,
A11Y-132,Design System — component,RichTextEditor,core/components/atoms/editable,1,0,0,0,Open:1,High (declared in source report),Expand/collapse state of the element is missing or incorrect,state-aria-expanded-missing-incorrect,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2412007,2412007: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/7b3a9fec-d37a-11f0-afa7-f7e9eb38f67f,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,New Task,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Open — remediation required (1 occurrences),,
A11Y-133,Product / page level,RichTextEditor,core/components/atoms/editable,1,0,0,0,Open:1,High (declared in source report),Correct reading order of dynamic content not determinable,new-content-bad-location,1.3.2,Meaningful Sequence,A,1.3 Adaptable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2350853,2350853: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/bf90773c-b4a5-11f0-999e-435ccf642544,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Chronic Care Management,"Make DOM order match visual reading order; inject dynamically revealed content (menus, popovers, inline messages) immediately after its trigger and keep hidden content out of the reading order with `hidden`/`display:none` rather than visual offsets.",Not a DS defect — product/page level,,
A11Y-134,Design System — component,RichTextEditor,core/components/atoms/editable,1,0,0,0,Open:1,High (declared in source report),Additional content not dismissible,content-not-dismissible,1.4.13,Content on Hover or Focus,AA,1.4 Distinguishable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2355860,2355860: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/e1b4ec6e-b64c-11f0-b876-a74ab35fe6cb,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,New Task,Review against WCAG 2.2 1.4.13.,Open — remediation required (1 occurrences),,
A11Y-135,Design System — component,Select,core/components/organisms/select,1,0,0,0,Open:1,High (matched DS markup in captured source),Programmatic label does not convey purpose of control,label-programmatic-not-descriptive,2.4.6,Headings and Labels,AA,2.4 Navigable,2 Operable,Serious,1,Serious:1,DS audit report,2354461,2354461: https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/2b3d9abe-b591-11f0-8276-f32d3064b70f,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814,Innovaccer - Design System Audit_10-29-25-12:53,Create User Form,"Give each control a unique, descriptive programmatic label that starts with its visible text; disambiguate repeated controls (e.g. multiple ""Edit"" buttons) with row/section context, and use meaningful `title`/heading text.",Open — remediation required (1 occurrences),,
A11Y-136,Design System — component,Select,core/components/organisms/select,1,0,0,0,Open:1,High (matched DS markup in captured source),Accessible name does not contain visible label,speech-accessible-name-mismatch,2.5.3,Label in Name,A,2.5 Input Modalities,2 Operable,Serious,1,Serious:1,DS audit report,2354462,2354462: https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/32415418-b591-11f0-9f7a-1f4ec4dfb2b5,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814,Innovaccer - Design System Audit_10-29-25-12:53,Create User Form,"Ensure the accessible name contains the visible label text, in the same order, so speech-input users can target the control by name.",Open — remediation required (1 occurrences),,
A11Y-137,Design System — component,Select,core/components/organisms/select,1,0,0,0,Open:1,High (matched DS markup in captured source),Controls have same name but different actions,buttons-confusing,2.4.6,Headings and Labels,AA,2.4 Navigable,2 Operable,Serious,1,Serious:1,DS audit report,2356809,2356809: https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/5a878d94-b667-11f0-abf2-c3fc1a4fa914,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814,Innovaccer - Design System Audit_10-29-25-12:53,Time Period Form,"Give each control a unique, descriptive programmatic label that starts with its visible text; disambiguate repeated controls (e.g. multiple ""Edit"" buttons) with row/section context, and use meaningful `title`/heading text.",Open — remediation required (1 occurrences),,
A11Y-138,Design System — component,Select,core/components/organisms/select,1,0,0,0,Open:1,High (declared in source report),Elements must meet minimum color contrast ratio thresholds,color-contrast,1.4.3,Contrast (Minimum),AA,1.4 Distinguishable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2352501,2352501: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/c4e2bcdf-1d45-4e84-bad9-53effe50de24,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,My Case details page,Raise text contrast to at least 4.5:1 (3:1 for large text) using approved contrast-safe design tokens from `css/src/variables/index.css`; applies to placeholder and in-focus/hover link text too.,Open — remediation required (1 occurrences),,
A11Y-139,Design System — component,Select,core/components/organisms/select,0,1,0,0,Fixed:1,High (declared in source report),Keyboard focus is lost or misplaced due to user interaction or content update,focus-lost,2.4.3,Focus Order,A,2.4 Navigable,2 Operable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2342083,2342083: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/2113456a-b038-11f0-bb9c-8b2dc2dab66a,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Contact the Patient 1st Call flyout,"Keep focus order logical and trap focus inside modals/overlays: move focus to the dialog on open, cycle within it, restore focus to the trigger on close, and never focus visually hidden items.",Fixed — validated by auditor (1 closed); DS version not identifiable from CHANGELOG,,
A11Y-140,Design System — component,Select,core/components/organisms/select,0,1,0,0,Fixed:1,High (declared in source report),Focus indicator is not visible,focus-not-clearly-visible,2.4.7,Focus Visible,AA,2.4 Navigable,2 Operable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2340828,2340828: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/b6ead180-afdd-11f0-87e1-df9564d0e773,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Contact the Patient 1st Call flyout,Provide a visible `:focus-visible` indicator on every focusable element — never `outline: none` without a token-based replacement ring.,Fixed — validated by auditor (1 closed); DS version not identifiable from CHANGELOG,,
A11Y-141,Design System — component,StatusHint,core/components/atoms/statusHint,0,1,0,0,Fixed:1,High (declared in source report),Programmatic label does not convey purpose of control,label-programmatic-not-descriptive,2.4.6,Headings and Labels,AA,2.4 Navigable,2 Operable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2396390,2396390: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/2ccbfede-cab8-11f0-a52a-dbe50a35a631,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Patients,"Give each control a unique, descriptive programmatic label that starts with its visible text; disambiguate repeated controls (e.g. multiple ""Edit"" buttons) with row/section context, and use meaningful `title`/heading text.",Fixed — validated by auditor (1 closed),4.23.0,"StatusHint: add aria-label to status icon, hide skeletons from AT"
A11Y-142,Design System — component,Table / Grid,"core/components/organisms/table, core/components/organisms/grid",0,1,0,0,Fixed:1,Medium (inferred from Deque rule id),Scrollable region must have keyboard access,scrollable-region-focusable,2.1.1,Keyboard,A,2.1 Keyboard Accessible,2 Operable,Serious,1,Serious:1,Innovaccer - User Admin and Help Guide Web Audit,2339312,2339312,Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,Roles,"Make every interactive element operable by keyboard alone: use native `<button>`/`<a>`, or add `tabIndex={0}` plus Enter/Space handlers via the shared space-key utility; give scrollable regions a focusable container.",Fixed — validated by auditor (1 closed); DS version not identifiable from CHANGELOG,,
A11Y-143,Design System — component,Table / Grid,"core/components/organisms/table, core/components/organisms/grid",0,1,0,0,Fixed:1,Medium (inferred from Deque rule id),Table sort state is missing or incorrect,state-table-sort,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Serious,1,Serious:1,Innovaccer - User Admin and Help Guide Web Audit,2340418,2340418,Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,Roles,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Fixed — validated by auditor (1 closed); DS version not identifiable from CHANGELOG,,
A11Y-144,Design System — component,Text,core/components/atoms/text,0,0,1,0,Out of scope:1,Medium (inferred from Deque rule id),Text spacing content cut off,text-spacing-cut-off,1.4.12,Text Spacing,AA,1.4 Distinguishable,1 Perceivable,Serious,1,Serious:1,Innovaccer - User Admin and Help Guide Web Audit,2346580,2346580,Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,How can we improve this article dialog,"Ensure no content is clipped when users override text spacing (line-height 1.5, letter-spacing 0.12em, word-spacing 0.16em, paragraph spacing 2em) — avoid fixed heights and `overflow: hidden` on text containers.",Out of scope — 3rd-party / Help Center content,,
A11Y-145,Design System — component,Textarea,core/components/atoms/textarea,1,0,0,0,Open:1,High (matched DS markup in captured source),Active user interface component lacks 3 to 1 contrast ratio,contrast-uic-active-3-1,1.4.11,Non-text Contrast,AA,1.4 Distinguishable,1 Perceivable,Serious,1,Serious:1,DS audit report,2356880,2356880: https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/340d01aa-b679-11f0-b486-cb9a10eeac70,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814,Innovaccer - Design System Audit_10-29-25-12:53,Stepper Form,"Ensure non-text contrast ≥ 3:1 against adjacent colours for focus indicators, active/selected UI-component boundaries, and meaningful icons; use the focus-ring and border tokens rather than hard-coded colours.",Open — remediation required (1 occurrences),,
A11Y-146,Product / page level,Tooltip,core/components/molecules/tooltip,1,0,0,0,Open:1,High (declared in source report),Correct reading order of dynamic content not determinable,new-content-bad-location,1.3.2,Meaningful Sequence,A,1.3 Adaptable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2374462,2374462: https://axeauditor.dequecloud.com/test-run/9e878f64-b8a4-11f0-b13a-430b8706e058/issue/a26542c2-c063-11f0-92df-afc8b2c09990,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/9e878f64-b8a4-11f0-b13a-430b8706e058,Innovaccer - Case and Care Management Web Mobile (Tablet) Audit_11-03-25-04:31,Task,"Make DOM order match visual reading order; inject dynamically revealed content (menus, popovers, inline messages) immediately after its trigger and keep hidden content out of the reading order with `hidden`/`display:none` rather than visual offsets.",Not a DS defect — product/page level,,
A11Y-147,Design System — component,VerticalNav,core/components/organisms/verticalNav,1,0,0,0,Open:1,High (declared in source report),Selected state of the element is missing or incorrect,state-selected-missing-incorrect,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2419192,2419192: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/2e991236-d5b9-11f0-a160-571dbe3de744,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Left Navbar,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Open — remediation required (1 occurrences),,
A11Y-148,Product / page level,VerticalNav,core/components/organisms/verticalNav,0,1,0,0,Fixed:1,High (declared in source report),Functionality is lost at 200% zoom,resize-text-function-lost,1.4.4,Resize text,AA,1.4 Distinguishable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2414217,2414217: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/6853ea2a-d463-11f0-99ee-6b81825c4ae3,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Left Navbar,Keep all content and function available at 200% text zoom — use relative units (`rem`) and avoid fixed heights that clip or hide controls.,Not a DS defect — product/page level,,
A11Y-149,Design System — component,Button / Link,"core/components/atoms/button, core/components/atoms/link",1,0,0,0,Open:1,Medium (inferred from Deque rule id),Anchor or button nested inside other anchor or button,button-link-nested,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Moderate,1,Moderate:1,Innovaccer - User Admin and Help Guide Web Audit,2341689,2341689,Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,Help - DAP - Overview,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Open — remediation required (1 occurrences),,
A11Y-150,Design System — component,HorizontalNav,core/components/organisms/horizontalNav,1,0,0,0,Open:1,"High (markup — source report declared non-component ""HoverContrast"")",Control text lacks 4.5:1 contrast ratio on hover or focus,contrast-link-infocus-4.5-1,1.4.3,Contrast (Minimum),AA,1.4 Distinguishable,1 Perceivable,Moderate,1,Moderate:1,Innovaccer - Incare Web Audit MDS issues found,2344221,2344221: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/72b1eb86-b0da-11f0-82da-0b4ae7f985b7,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Edit contact details and preferences' dialog,Raise text contrast to at least 4.5:1 (3:1 for large text) using approved contrast-safe design tokens from `css/src/variables/index.css`; applies to placeholder and in-focus/hover link text too.,Open — remediation required (1 occurrences),,
A11Y-151,Product / page level,N/A — product focus management,,1,0,0,0,Open:1,N/A (not a DS defect),Keyboard focus does not move to intended target,focus-not-moved,2.4.3,Focus Order,A,2.4 Navigable,2 Operable,Moderate,1,Moderate:1,Innovaccer - User Admin and Help Guide Web Audit,2349643,2349643,Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,Own User details page,"Keep focus order logical and trap focus inside modals/overlays: move focus to the dialog on open, cycle within it, restore focus to the trigger on close, and never focus visually hidden items.",Not a DS defect — product/page level,,
A11Y-152,Design System — component,Popover,core/components/molecules/popover,1,0,0,0,Open:1,High (declared in source report),Programmatic label does not convey purpose of control,label-programmatic-not-descriptive,2.4.6,Headings and Labels,AA,2.4 Navigable,2 Operable,Moderate,1,Moderate:1,Innovaccer - Incare Web Audit MDS issues found,2350159,2350159: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/703c6c7c-b487-11f0-ac90-8ffc4a45cc7b,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Chronic Care Management,"Give each control a unique, descriptive programmatic label that starts with its visible text; disambiguate repeated controls (e.g. multiple ""Edit"" buttons) with row/section context, and use meaningful `title`/heading text.",Open — remediation required (1 occurrences),,
A11Y-153,Design System — component,RichTextEditor,core/components/atoms/editable,1,0,0,0,Open:1,High (declared in source report),Screen reader focus does not move to intended target,focus-not-moved-screen-reader,1.3.2,Meaningful Sequence,A,1.3 Adaptable,1 Perceivable,Moderate,1,Moderate:1,Innovaccer - Incare Web Audit MDS issues found,2412016,2412016: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/7936ea60-d37b-11f0-9032-4741322386a8,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,New Task,"Make DOM order match visual reading order; inject dynamically revealed content (menus, popovers, inline messages) immediately after its trigger and keep hidden content out of the reading order with `hidden`/`display:none` rather than visual offsets.",Open — remediation required (1 occurrences),,
A11Y-154,Design System — component,VerticalNav,core/components/organisms/verticalNav,1,0,0,0,Open:1,High (declared in source report),Group of navigation links missing semantics,semantic-nav,1.3.1,Info and Relationships,A,1.3 Adaptable,1 Perceivable,Moderate,1,Moderate:1,Innovaccer - Incare Web Audit MDS issues found,2344795,2344795: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/89be1052-b233-11f0-838c-ef2ba1220438,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Left Navbar,"Convey structure semantically: real `<ul>/<ol>` with only `<li>` children, `<table>` with `<th scope>` header cells, heading levels in sequential order, and programmatically associated group labels (`<fieldset>/<legend>` or `role=""group""` + `aria-labelledby`).",Open — remediation required (1 occurrences),,
